,CWE_CLASS,CLEAN_DESCRIPTION
49287,0,possible bounds read incorrect bounds check lead local information disclosure system execution privileges needed user interaction needed exploitation product androidversions android kernelandroid id n
49292,0,nvidia vgpu manager contains vulnerability vgpu plugin input offset validated lead buffer overread turn cause tampering data information disclosure denial service affects vgpu version prior version prior
49294,0,nvidia shield tv versions prior contains vulnerability nvdec component attacker read write memory location outside intended boundary buffer lead denial service escalation privileges
49434,1,vulnerability soap api endpoint cisco unified communications manager cisco unified communications manager session management edition cisco unified communications manager im amp presence service cisco unity connection cisco prime license manager allow authenticated remote attacker execute arbitrary code affected device vulnerability improper sanitization user supplied input attacker exploit vulnerability sending soap api request crafted parameters affected device successful exploit allow attacker execute arbitrary code root privileges underlying linux operating system affected device
49505,1,vulnerability rest api cisco firepower device manager fdm box software allow authenticated remote attacker execute arbitrary code underlying operating system affected device vulnerability insufficient sanitization user input specific rest api commands attacker exploit vulnerability sending crafted http request api subsystem affected device successful exploit allow attacker execute arbitrary code underlying operating system exploit vulnerability attacker need valid low privileged user credentials
49536,1,vulnerability cisco adaptive security device manager asdm launcher allow unauthenticated remote attacker execute arbitrary code user operating system vulnerability lack proper signature verification specific code exchanged asdm launcher attacker exploit vulnerability leveraging man middle position network intercept traffic launcher asdm inject arbitrary code successful exploit allow attacker execute arbitrary code user operating system level privileges assigned asdm launcher successful exploit require attacker perform social engineering attack persuade user initiate communication launcher asdm
49537,0,vulnerability mpls operation administration maintenance oam feature cisco nx os software allow unauthenticated remote attacker cause denial service dos condition affected device vulnerability improper input validation affected device processing mpls echo request echo reply packet attacker exploit vulnerability sending malicious mpls echo request echo reply packets interface enabled mpls forwarding affected device successful exploit allow attacker cause mpls oam process crash restart multiple times causing affected device reload resulting dos condition
49557,0,bounds read addressed improved input validation issue fixed macos big sur security update catalina security update mojave processing maliciously crafted image lead arbitrary code execution
49560,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados processing maliciously crafted image lead arbitrary code execution
49561,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados processing maliciously crafted image lead arbitrary code execution
49563,0,bounds read addressed improved input validation issue fixed macos big sur security update catalina security update mojave ios ipados processing maliciously crafted usd file lead unexpected application termination arbitrary code execution
49565,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave ios ipados processing maliciously crafted image lead arbitrary code execution
49566,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados local attacker able elevate privileges
49567,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados remote attacker able cause arbitrary code execution
49568,0,bounds read addressed improved input validation issue fixed macos big sur security update catalina security update mojave tvos ios ipados processing maliciously crafted image lead arbitrary code execution
49571,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave ios ipados processing maliciously crafted usd file lead unexpected application termination arbitrary code execution
49574,0,bounds read issue existed curl issue addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados processing maliciously crafted image lead denial service
49575,0,bounds read addressed improved input validation issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados processing maliciously crafted image lead arbitrary code execution
49577,0,bounds read addressed improved input validation issue fixed macos big sur security update catalina security update mojave processing maliciously crafted font lead arbitrary code execution
49578,0,bounds read issue existed led disclosure kernel memory addressed improved input validation issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados malicious application able disclose kernel memory
49579,0,bounds read addressed improved bounds checking issue fixed macos big sur security update catalina security update mojave watchos tvos ios ipados remote attacker able cause arbitrary code execution
49580,0,bounds read addressed improved input validation issue fixed ios ipados remote attacker able cause arbitrary code execution
49584,0,memory corruption issue addressed improved validation issue fixed security update catalina security update mojave ios ipados watchos tvos macos big sur application able read restricted memory
49585,0,memory corruption issue addressed improved validation issue fixed security update catalina security update mojave ios ipados watchos tvos macos big sur malicious application able read restricted memory
49591,0,bounds read addressed improved input validation issue fixed ios ipados local user able read kernel memory
49597,0,processing maliciously crafted audio file disclose restricted memory issue fixed security update catalina ios ipados watchos tvos macos big sur bounds read addressed improved input validation
49600,0,bounds read addressed improved input validation issue fixed ios ipados local user able read kernel memory
49603,0,bounds read addressed improved input validation issue fixed ios ipados macos big sur malicious application able execute arbitrary code kernel privileges
49604,0,bounds read addressed improved input validation issue fixed ios ipados local user able read kernel memory
49607,0,bounds read addressed improved input validation issue fixed security update catalina security update mojave ios ipados watchos tvos macos big sur processing maliciously crafted font file lead arbitrary code execution
49610,0,bounds read addressed improved bounds checking issue fixed macos big sur ios ipados watchos tvos processing maliciously crafted image lead arbitrary code execution
49615,0,possible buffer read lack validation boundary checks loading splash image snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wearables
49616,0,possible buffer read incorrect overflow check loading splash image snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wearables
49617,0,possible buffer read lack length check flashing meta images snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon wearables
49618,0,possible buffer read lack length check flashing meta images snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wearables
49631,0,buffer read occur incorrect check buffer size flashing emmc devices snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wearables snapdragon wired infrastructure networking
49639,0,possible buffer read issue improper length check wpa ie string sent peer snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer electronics connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wired infrastructure networking
49640,0,possible buffer bound read occur improper validation tbtt count length parsing beacon response snapdragon auto snapdragon compute snapdragon connectivity snapdragon industrial iot snapdragon mobile snapdragon wired infrastructure networking
49641,0,possible bound read lack length check bandwidth nss ie snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wired infrastructure networking
49643,0,possible bound read lack length check data parsing beacon probe response snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer electronics connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wired infrastructure networking
49646,0,possible buffer read improper validation data pointer parsing fils indication ie snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon wired infrastructure networking
49651,0,possible buffer read improper validation ie size parsing beacon peer device snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon wired infrastructure networking
49655,0,possible bound read lack length check ft sub elements snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music
49658,0,possible buffer read lack alignment map unmap length ipa smmu wlan smmu snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon wearables snapdragon wired infrastructure networking
49660,0,possible buffer read improper validation frame length processing aead decryption assoc response snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer electronics connectivity snapdragon consumer iot snapdragon industrial iot snapdragon iot snapdragon mobile snapdragon voice music
49662,0,possible buffer read lack length check parsing beacon ie response snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer electronics connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile snapdragon voice music snapdragon wired infrastructure networking
49663,0,possible buffer read improper ie size check bearer capability ie mt setup request network snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon mobile
49667,0,possible buffer read lack data length check qvr service configuration snapdragon auto snapdragon compute snapdragon connectivity snapdragon consumer iot snapdragon industrial iot snapdragon wearables
49671,0,multiple bound read vulnerability sonicwall switch handling lldp protocol allows attacker cause system instability potentially read sensitive information memory locations
49693,0,buffer read vulnerability exists wibu systems codemeter versions unauthenticated remote attacker exploit issue disclose heap memory contents crash codemeter runtime server
49694,0,denial service vulnerability exists wibu systems codemeter versions unauthenticated remote attacker exploit issue crash codemeter runtime server
49718,0,flaw found linux kernel implementation string matching packet privileged user root inserting iptables rules insert rule panic system kernel kernel affected
49724,1,found moodle version possible site administrators execute arbitrary php scripts php include shibboleth authentication
49727,0,flaw found src tar earlier flaw allows attacker submit crafted input file tar cause uncontrolled consumption memory highest threat vulnerability system availability
49728,0,flaw found src tar earlier flaw allows attacker submit crafted input file tar cause uncontrolled consumption memory highest threat vulnerability system availability
49740,0,bounds heap buffer access issue found arm generic interrupt controller emulator qemu including qemu platform issue occurs writing interrupt id controller memory area masked bits wide lead said issue updating controller state fields subsequent processing privileged guest user use flaw crash qemu process host resulting dos scenario
49757,0,flaw found samba samba smbd file server map windows group identities sids unix group ids gids code performs flaw allow read data end array case negative cache entry added mapping cache cause calling code return values process token stores group membership user highest threat vulnerability data confidentiality integrity
49761,0,flaw found rpm hdrblobinit lib flaw allows attacker modify rpmdb cause bounds read highest threat vulnerability system availability
49765,0,flaw found samba libldb multiple consecutive leading spaces ldap attribute lead bounds memory write leading crash ldap server process handling request highest threat vulnerability system availability
49888,0,bounds read vulnerability mitsubishi electric gx versions g prior melsoft navigator versions ezsocket versions allows attacker cause dos condition software getting user open malicious project file specially crafted attacker
49894,1,video insight vms versions prior allows remote attacker execute arbitrary code system user privilege sending specially crafted request
50004,0,bounds read vulnerability cx supervisor allows attacker administrative privileges cause information disclosure arbitrary code execution opening specially crafted scs project files
50049,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability locally elevate privileges context current user exploitation issue requires user interaction victim open malicious file
50052,0,acrobat reader dc versions earlier earlier earlier affected bounds read vulnerability lead arbitrary disclosure information memory stack attacker leverage vulnerability bypass mitigations aslr exploitation issue requires user interaction victim open malicious file
50058,0,adobe photoshop versions earlier earlier affected bounds read vulnerability parsing specially crafted file unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
50059,0,adobe photoshop versions earlier earlier affected bounds read vulnerability parsing specially crafted file unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
50065,0,adobe framemaker version earlier affected bounds read vulnerability parsing specially crafted file unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
50066,0,adobe framemaker version earlier affected bounds read vulnerability parsing specially crafted file unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
50078,0,adobe animate version earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability disclose sensitive information context current user exploitation issue requires user interaction victim open malicious file
50079,0,adobe animate version earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability disclose sensitive information context current user exploitation issue requires user interaction victim open malicious file
50080,0,adobe animate version earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability disclose sensitive information context current user exploitation issue requires user interaction victim open malicious file
50081,0,adobe animate version earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability disclose sensitive information context current user exploitation issue requires user interaction victim open malicious file
50082,0,adobe animate version earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability disclose sensitive information context current user exploitation issue requires user interaction victim open malicious file
50091,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability locally escalate privileges context current user exploitation issue requires user interaction victim open malicious file
50092,0,adobe bridge versions earlier earlier affected bounds read vulnerability parsing crafted file unauthenticated attacker leverage vulnerability disclose sensitive memory information context current user exploitation issue requires user interaction victim open malicious file
50134,0,bounds read ipc google chrome prior allowed remote attacker compromised renderer process potentially perform sandbox escape crafted html page
50202,1,xstream java library serialize objects xml xstream version vulnerability allow remote attacker sufficient rights execute commands host manipulating processed input stream user affected followed recommendation setup xstream security framework whitelist limited minimal required types rely xstream default blacklist security framework use version
50247,0,contiki ng open source cross platform operating system generation iot devices bounds read triggered packets sent devices running contiki ng prior header decompression function code perform proper boundary checks reading packet buffer possible construct compressed packet read bytes available packet buffer time publication release patch available users apply patch vulnerability band workaround
50250,1,prisma vs code vscode extension prisma schema files remote code execution vulnerability affects versions prisma vs code extension older custom binary path prisma format binary set vs code settings example downloading project file sets value prismafmtbinpath custom binary executed auto formatting triggered vs code validation checks triggered keypress file fixed versions workaround users edit delete file check binary malicious delete
50256,1,discord recon server bot allows reconnaissance process discord remote code execution version allow remote users execute commands server resulting issues flaw patched
50272,0,sap visual enterprise viewer version allows user open manipulated pcx file received untrusted sources results crashing application temporarily unavailable user restarts application caused improper input validation
50274,1,sap business warehouse versions sap versions allow low privileged attacker inject code remote enabled function module network function module attacker create malicious abap report access sensitive data inject malicious update statements impact operating system disrupt functionality sap system lead denial service
50278,1,sap commerce cloud versions enables certain users required privileges edit drools rules authenticated attacker privilege able inject malicious code drools rules executed leads remote code execution vulnerability enabling attacker compromise underlying host enabling impair confidentiality integrity availability application
50280,1,sap mii allows users create dashboards save jsp ssce self service composition environment attacker intercept request server inject malicious jsp code request forward server dashboard opened users having role malicious content dashboard gets executed leading remote code execution server allows privilege escalation malicious jsp code contain certain os commands attacker read sensitive files server modify files delete contents server compromising confidentiality integrity availability server hosting sap mii application
50386,0,information disclosure vulnerability exists ethernet ip udp handler functionality eip stack group opener development commit specially crafted network request lead bounds read
50493,0,vmware workstation prior horizon client windows prior contain bounds read vulnerability cortado thinprint component ttc parser malicious actor access virtual machine remote desktop able exploit issues leading information disclosure tpview process running system workstation horizon client windows installed
50494,0,vmware workstation prior horizon client windows prior contain bounds read vulnerability cortado thinprint component parser malicious actor access virtual machine remote desktop able exploit issues leading information disclosure tpview process running system workstation horizon client windows installed
50495,0,vmware workstation prior horizon client windows prior contain bounds read vulnerability cortado thinprint component ttc parser malicious actor access virtual machine remote desktop able exploit issues leading information disclosure tpview process running system workstation horizon client windows installed
50497,0,openslp esxi denial service vulnerability heap bounds read issue malicious actor network access port esxi able trigger heap bounds read openslp service resulting denial service condition
50507,1,applications spring cloud netflix hystrix dashboard spring boot starter thymeleaf expose way execute code submitted request uri path resolution view templates request provided data path elements following hystrix monitor evaluated springel expressions lead code execution
50511,1,rabbitmq installers windows prior version harden plugin directory permissions potentially allowing attackers sufficient local filesystem permissions add arbitrary plugins
50563,0,bound read vulnerability taurus module verify input attackers exploit vulnerability sending malicious input specific app cause bound compromising normal service
50565,0,bound read vulnerability mate module verify input dealing messages attackers exploit vulnerability sending malicious input specific module cause bound compromising normal service
50577,1,improper control generation code vulnerability huawei smartphone successful exploitation vulnerability cause denial security services rooted device
50580,0,information disclosure vulnerability huawei smartphone successful exploitation vulnerability cause bounds read
50585,0,bounds read vulnerability vess local attacker exploit vulnerability sending specific message target device insufficient validation internal message successful exploit cause process service abnormal
50586,0,bounds read vulnerability vess vulnerability function handles internal message contains bounds read vulnerability attacker crafted messages system process successful exploit cause denial service dos
50594,0,bounds read vulnerability vess vulnerability message handling function contains bounds read vulnerability attacker exploit vulnerability sending specific message target device cause denial service dos
50617,0,component harmonyos bounds read vulnerability local attackers exploit vulnerability cause system soft restart
50619,0,component harmonyos bounds read vulnerability local attackers exploit vulnerability cause kernel bounds read
50623,0,bounds read vulnerability huawei smartphone successful exploitation vulnerability affect service availability
50628,1,remote code execution vulnerability micro focus operation bridge reporter obr product affecting version vulnerability exploited allow remote code execution obr server
50631,1,arbitrary code execution vulnerability exists micro focus application performance management affecting versions vulnerability allow remote attackers execute arbitrary code affected installations apm
50633,1,execute arbitrary code vulnerability micro focus sitescope product affecting versions vulnerability allow remote attackers execute arbitrary code affected installations sitescope
50642,0,untrusted memory read vulnerability asylo versions allows untrusted attacker pass syscall number messagereader sysno bypass validation allow attacker read memory secure enclave recommend updating asylo past
50644,1,slo generator allows loading yaml files crafted specific format allow code execution context slo generator recommend upgrading slo generator past
50645,0,invalid jpeg xl images libjxl cause bounds access t rendering splines oob read access lead segfault rendering splines based process memory recommended upgrade past patch
50648,0,fatek fvdesigner version prior vulnerable bounds read processing project files allowing attacker craft special project file permit arbitrary code execution
50651,0,luxion keyshot versions prior luxion keyshot viewer versions prior luxion keyshot network rendering versions prior luxion keyvr versions prior vulnerable bounds read processing project files allow attacker execute arbitrary code
50657,0,multiple bounds read issues identified way application processes project files allowing attacker craft special project file allow arbitrary code execution tellus lite v simulator v server lite versions prior
50661,0,cncsoft b versions prior vulnerable bounds read allow attacker execute arbitrary code
50662,0,cscape versions prior lacks proper validation user supplied data parsing project files lead bounds read attacker leverage vulnerability execute code context current process
50667,0,delta industrial automation cncsoft screeneditor versions screeneditor version prior vulnerable bounds read processing project files allow attacker execute arbitrary code
50696,0,bounds read vulnerability exists inigss definition prior result loss data remote code execution missing length checks malicious wsp file parsed igss definition
50699,0,bounds read vulnerability exists inigss definition prior result disclosure information remote code execution lack user supplied data validation malicious cgf file imported igss definition
50700,0,bounds read vulnerability exists inigss definition prior result disclosure information remote code execution lack sanity checks user supplied input data malicious cgf file imported igss definition
50712,0,bounds read vulnerability cause denial service modicon plc controller simulator updating controller application specially crafted project file exists modicon cpu numbers bmep bmeh versions modicon cpu numbers versions modicon numbers versions modicon momentum ethernet cpu numbers versions plc simulator ecostruxureª control expert including unity pro versions ecostruxureª control expert versions plc simulator ecostruxureª process expert including hdcs versions ecostruxureª process expert versions modicon quantum cpu numbers versions modicon premium cpu numbers versions
50740,1,vulnerability allowed multiple unrestricted uploads pulse connect secure lead authenticated administrator perform file write maliciously crafted archive upload administrator web interface
50745,0,vulnerable bounds read convert strings ascii pointer p read increased checking pe holding pointer end buffer lead information disclosures crashes function triggered
50758,1,vulnerability found unifi talk application earlier permits malicious actor gained access network subsequently control talk assigned said network adopted vulnerability fixed unifi talk application later
50761,1,code injection vulnerability exists firewall software glasswire lead arbitrary code execution file user path execution
50780,1,big ip versions traffic management microkernel tmm stop responding processing stream control transmission protocol sctp traffic certain conditions vulnerability affects tmm way virtual server configured sctp profile note software versions reached end technical support eots evaluated
50806,0,vulnerability oracle vm virtualbox product oracle virtualization component core supported version affected prior easily exploitable vulnerability allows high privileged attacker logon infrastructure oracle vm virtualbox executes compromise oracle vm virtualbox vulnerability oracle vm virtualbox attacks significantly impact additional products successful attacks vulnerability result unauthorized access critical data complete access oracle vm virtualbox accessible data cvss base score confidentiality impacts cvss vector av l ac l pr h ui n s c c h n n
50819,1,eaton intelligent power manager ipm prior vulnerable unauthenticated remote code execution vulnerability ipm software sanitize date provided coverterchecklist action class attackers send specially crafted packet ipm connect rouge snmp server execute attacker controlled code
50825,1,package vulnerable remote code execution rce set
50828,1,package underscore vulnerable arbitrary code injection template function particularly variable property passed argument sanitized
50831,1,package vulnerable arbitrary code execution functions
50832,1,package vulnerable arbitrary code execution functions
50853,0,package pillow vulnerable regular expression denial service redos getrgb function
51090,1,seo best wordpress seo plugin easily improve seo rankings enables authenticated users privilege time admin execute arbitrary code underlying host users restore plugin configuration uploading backup file section tool import export plugin attempts unserialize values file plugin embeds monolog library craft gadget chain trigger system command execution
51096,1,parameters settings wp super cache wordpress plugin result rce allow input incomplete fix
51127,1,sp project document manager wordpress plugin allows users upload files plugin attempts prevent php similar files executed server uploaded checking file extension discovered php files uploaded changing file extension case example php php
51195,1,speed booster pack âš pagespeed optimization suite wordpress plugin validate settings outputting php file lead rce
51288,1,similar posts wordpress plugin allow high privilege users execute arbitrary php code hardened environment ie set true widget setting plugin
51295,1,gutenberg block editor toolkit editorskit wordpress plugin sanitise validate conditional logic custom visibility settings allowing users role low contributor execute arbitrary php code
51419,1,loco translate wordpress plugin mishandles data inputs saved file renamed extension ending resulting authenticated translator users able inject php code files ending web accessible locations
51592,0,bounds read information disclosure vulnerability trend micro apex prem saas officescan xg worry free business security services allow attacker disclose sensitive information named pipe note attacker obtain ability execute low privileged code target system order exploit vulnerability
51594,1,trend micro security families consumer products vulnerable code injection vulnerability allow attacker disable program password protection disable protection attacker administrator privileges machine exploit vulnerability
51595,1,multiple versions sophos endpoint products macos local attacker execute arbitrary code administrator privileges
51602,1,issue discovered saltstack salt jinja renderer protect server template injection attacks
51604,0,issue discovered pillow bounds read
51605,0,issue discovered pillow bounds read
51608,0,issue discovered pillow bounds read tiffreadrgbatile invalid tile boundaries
51609,0,issue discovered pillow bounds read
51651,0,oob read vulnerability library prior smr release allows attackers execute remote dos forged aac file
51652,0,oob read vulnerability library prior smr release allows attackers access arbitrary address pointer forged avi file
51653,0,oob read vulnerability library prior smr release allows attackers execute memcpy arbitrary address forged wmf file
51664,0,lack boundary checking buffer livfivextractor library prior smr release allows oob read
51665,0,lack boundary checking buffer modem interface driver prior smr release allows oob read results arbitrary code execution dereference invalid function pointer
51666,0,lack boundary checking buffer modem interface driver prior smr release allows oob read
51683,1,arbitrary code execution vulnerability discovered avaya aura device services potentially allow local user execute specially crafted scripts affects versions avaya aura device services
51714,1,jetbrains youtrack server template injection ssti possible lead code execution
51727,1,code injection vulnerability backup bludit allows attackers execute arbitrary code crafted zip file
51736,0,improper validation length field lldp med tlv userdisk moxa camera vport series version allows information disclosure attackers controllable loop counter variable crafted lldp packet
51737,0,improper validation length field lldp med tlv userdisk moxa camera vport series version allows information disclosure attackers fixed loop counter variable checking actual available length crafted lldp packet
51750,0,issue discovered lazy init crate rust lazy lacks send bound leading data race
51753,0,issue discovered bra crate rust lacks soundness read uninitialized memory
51816,1,smarty allows code injection unexpected function function substring
51862,1,issue discovered smartfoxserver attacker execute arbitrary python code bypass protection mechanism creating editing admin enable console module
51918,1,nedi allows authenticated user inject php code system files function endpoint txt http post parameter allows attacker obtain access operating system nedi installed application data
51934,1,d link affected remote code injection vulnerability http request parameter command string construction handler function lead command injection shell metacharacters statuscheckpppoeuser parameter
51949,1,opentype font parsing remote code execution vulnerability
51950,1,windows dns server remote code execution vulnerability cve id unique
51951,1,application virtualization remote code execution vulnerability
51966,0,flaw found jasper bounds read issue found function whic lead disclosure information program crash
51979,0,issue discovered xcb crate rust soundness violation bounds read demonstrated t situation bounds bytes sent x server
51994,0,bounds read vulnerability autodesk fbx review version prior lead code execution maliciously crafted dll files information disclosure
52006,0,maliciously crafted pdf file autodesk navisworks forced read allocated boundaries parsing pdf file vulnerability exploited execute arbitrary code
52074,0,issue discovered function yubico yubihsm shell function correctly validate embedded length field authenticated message received device bounds reads performed crash running process depending memory layout attacker cause client denial service yubihsm shell project included yubihsm sdk product
52084,1,issue discovered mutare voice evm allows unauthenticated local file inclusion leveraged achieve remote code execution
52089,0,vulnerability allows local attackers disclose sensitive information affected installations parallels desktop attacker obtain ability execute low privileged code target guest system order exploit vulnerability specific flaw exists toolgate component issue results lack proper validation user supplied data result read past end allocated buffer attacker leverage conjunction vulnerabilities escalate privileges execute arbitrary code context hypervisor zdi
52090,0,vulnerability allows remote attackers disclose sensitive information affected installations tencent wechat desktop version user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists wxam decoder issue results lack proper validation user supplied data result read past end allocated buffer attacker leverage conjunction vulnerabilities execute arbitrary code context current process zdi
52100,0,vulnerability allows local attackers disclose sensitive information affected installations parallels desktop attacker obtain ability execute high privileged code target guest system order exploit vulnerability specific flaw exists toolgate component issue results lack proper validation user supplied data result read past end allocated buffer attacker leverage conjunction vulnerabilities escalate privileges execute arbitrary code context hypervisor zdi
52101,0,vulnerability allows remote attackers execute arbitrary code affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists handling objects pdf files issue results lack proper validation user supplied data result read past end allocated structure attacker leverage vulnerability execute code context current process zdi
52102,0,vulnerability allows remote attackers disclose sensitive information affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists handling objects embedded pdf files issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute arbitrary code context current process zdi
52103,0,vulnerability allows remote attackers disclose sensitive information affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists handling objects embedded pdf files issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute arbitrary code context current process zdi
52104,0,vulnerability allows remote attackers disclose sensitive information affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists handling objects embedded pdf files issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute arbitrary code context current process zdi
52105,0,vulnerability allows remote attackers disclose sensitive information affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists handling objects embedded pdf files issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute arbitrary code context current process zdi
52106,0,vulnerability allows remote attackers disclose sensitive information affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists handling objects embedded pdf files issue results lack proper validation user supplied data result read past end allocated object attacker leverage conjunction vulnerabilities execute arbitrary code context current process zdi
52108,0,vulnerability allows remote attackers execute arbitrary code affected installations foxit phantompdf user interaction required exploit vulnerability target visit malicious page open malicious file specific flaw exists parsing images issue results lack proper validation user supplied data result read past end allocated structure attacker leverage vulnerability execute code context current process zdi
52135,0,wpg plugin irfanview read access violation control flow starting allow remote attackers execute arbitrary code
52136,0,issue discovered linux kernel drivers scsi adversely affected ability unprivileged user craft netlink messages
52143,0,vulnerability identified solid edge versions solid edge versions affected applications lack proper validation user supplied data parsing par files result bounds read past end allocated structure attacker leverage vulnerability execute code context current process zdi
52156,0,affected product vulnerable bounds read cause information leakage leading arbitrary code execution chained bounds write vulnerability welch allyn medical device management tools welch allyn service tool versions prior welch allyn connex device integration suite network connectivity engine nce versions prior welch allyn software development kit sdk versions prior welch allyn connex central station cs versions prior welch allyn service monitor versions prior welch allyn connex vital signs monitor cvsm versions prior welch allyn connex integrated wall system ciws versions prior welch allyn connex spot monitor csm versions prior welch allyn spot vital signs device spot welch allyn spot vital signs extended care device versions prior
52158,0,delta electronics dopsoft versions prior vulnerable bounds read allow attacker execute arbitrary code
52162,1,software contains hard coded password uses inbound authentication outbound communication external components reason firmware versions prior
52167,0,delta electronics dopsoft versions prior vulnerable bounds read processing project files allow attacker disclose information
52178,0,datakit software libraries modules keyshot versions prior vulnerable bounds read allow attacker execute arbitrary code
52210,1,sap commerce versions backoffice application allows certain authorized users create source rules translated drools rule published certain modules application attacker authorization inject malicious code source rules perform remote code execution enabling compromise confidentiality integrity availability application
52218,0,bounds read vulnerability synology diskstation manager dsm allows remote attackers execute arbitrary code crafted web requests
52249,1,code injection vulnerability discovered upgrade function attacker able execute arbitrary php code exploitation
52268,1,issue discovered craft cms circumstances potential remote code execution vulnerability existed sites restrict administrative changes attacker able hijack administrator session
52329,0,squid configurations allows information disclosure bounds read wccp protocol data leveraged chain remote code execution
52399,0,issue discovered fltk crate rust bounds read pixmap constructor lacks pixmap input validation
52426,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
52427,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
52428,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability access sensitive information context current user exploitation issue requires user interaction victim open malicious file
52430,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability unauthenticated attacker leverage vulnerability leak sensitive system information context current user exploitation issue requires user interaction victim open malicious file
52434,0,acrobat reader dc versions versions earlier earlier earlier affected bounds read vulnerability pdflibtool component unauthenticated attacker leverage vulnerability achieve arbitrary code execution context current user exploitation issue requires user interaction victim open malicious file
52436,0,adobe media encoder version earlier affected bounds read vulnerability parsing specially crafted file unauthenticated attacker leverage vulnerability disclose sensitive memory information context current user exploitation issue requires user interaction victim open malicious file
